Lever position ;Ship speed (v) ;Gas Turbine (GT);GT rate of revolutions (GTn) ;Starboard Propeller Torque ;Port Propeller Torque (Tp);Hight Pressure (HP);HP Turbine exit pressure;GT Compressor outlet air pressure (P2) [bar]  ;GT exhaust gas pressure (Pexh) ;Turbine Injecton Control (TIC) [%]  ;GT Compressor decay state coefficient  ;FuelFlow
8.206;24;50.993.061;3087.46;438.01;438.01;901.434;3.587;18.296;1.042;58.641;0.99;1.161
9.3;27;72.775.691;3.560.402;645.126;645.126;1.050.673;4.52;22.452;1.051;87.027;0.99;1.723
1.138;3;940.482;1.369.339;8.506;8.506;451.395;1.124;5.973;1.019;0.0;0.99;0.075
2.088;6;6.691.018;1.360.927;25.346;25.346;593.788;1.32;7.068;1.02;16.5;0.99;0.26
3.144;9;8.376.769;1.386.744;60.331;60.331;568.849;1.39;7.419;1.021;11.613;0.99;0.23
4.161;12;14.719.759;1.547.458;113.754;113.754;622.393;1.661;8.83;1.023;16.37;0.99;0.324
5.14;15;21.627.781;1.924.342;175.278;175.278;687.524;2.084;10.986;1.027;24.089;0.99;0.477
6.175;18;29.765.837;2.306.879;245.996;245.996;753.378;2.508;13.103;1.031;32.993;0.99;0.653
7.148;21;38.997.037;2.678.074;332.379;332.379;803.732;2.976;15.404;1.036;42.528;0.99;0.842
8.206;24;50.993.023;3.087.458;438.024;438.024;900.422;3.587;18.276;1.042;58.546;0.99;1.159
9.3;27;72.776.911;3.560.396;644.811;644.811;1.049.835;4.519;22.426;1.051;86.925;0.99;1.721
1.138;3;1.653.833;1.392.738;9.876;9.876;470.992;1.155;6.135;1.019;0.0;0.99;0.098
2.088;6;6.523.256;1.357.622;24.74;24.74;589.695;1.314;7.032;1.02;18.222;0.99;0.256
3.144;9;8.376.898;1.386.744;60.334;60.334;568.082;1.39;7.412;1.021;11.581;0.99;0.229
4.161;12;14.719.902;1.547.458;113.756;113.756;621.559;1.661;8.821;1.023;16.329;0.99;0.323
5.14;15;21.627.952;1.924.344;175.277;175.277;686.604;2.084;10.975;1.027;24.035;0.99;0.476
6.175;18;29.767.541;2.306.941;246.045;246.045;752.337;2.508;13.09;1.031;32.923;0.99;0.652
7.148;21;38.996.599;2.678.076;332.262;332.262;802.757;2.976;15.388;1.036;42.45;0.99;0.84
8.206;24;50.992.972;3.087.456;437.941;437.941;899.414;3.586;18.256;1.042;58.451;0.99;1.157
9.3;27;72.777.437;3.560.398;645.103;645.103;1.048.996;4.518;22.399;1.051;86.823;0.99;1.719
1.138;3;3.343.798;1.380.916;9.3;9.3;543.562;1.217;6.629;1.019;6.622;0.991;0.18
2.088;6;4885.53;1.394.912;31.609;31.609;553.567;1.277;6.946;1.02;0.0;0.991;0.188
3.144;9;8.374.174;1.386.722;60.293;60.293;587.302;1.393;7.593;1.02;12.396;0.991;0.245
4.161;12;14717.69;1.547.442;113.728;113.728;642.61;1.666;9.046;1.023;17.361;0.991;0.344
5.14;15;21.623.436;1.924.304;175.233;175.233;709.823;2.091;11.259;1.026;25.396;0.991;0.503
6.175;18;29.760.781;2.306.834;245.966;245.966;778.928;2.517;13.43;1.03;34.695;0.991;0.687
7.148;21;39.012.066;2677.97;332.519;332.519;827.298;2.991;15.815;1.036;44.43;0.991;0.88
8.206;24;50.983.223;3.087.096;437.894;437.894;924.901;3.606;18.771;1.042;60.844;0.991;1.204
9.3;27;72.755.507;3.560.349;644.805;644.805;1.069.603;4.549;23.08;1.051;89.371;0.991;1.769
1.138;3;2799.44;1.357.854;7.966;7.966;532.658;1.194;6.501;1.019;13.651;0.991;0.172
2.088;6;4980.43;1.395.306;31.69;31.69;555.436;1.28;6.959;1.02;0.0;0.991;0.191
3.144;9;8.374.226;1.386.723;60.299;60.299;586.496;1.393;7.586;1.02;12.363;0.991;0.245
4.161;12;14.717.766;1.547.443;113.725;113.725;641.724;1.666;9.037;1.023;17.318;0.991;0.343
5.14;15;21.623.377;1.924.306;175.238;175.238;708.843;2.091;11.248;1.026;25.339;0.991;0.502
6.175;18;29.760.906;2.306.837;245.951;245.951;777.805;2.516;13.416;1.03;34.621;0.991;0.685
7.148;21;39.011.332;2.677.978;332.428;332.428;826.258;2.991;15.798;1.036;44.347;0.991;0.878
8.206;24;50.985.848;3.087.168;437.982;437.982;923.823;3.605;18.751;1.042;60.746;0.991;1.203
9.3;27;72.756.381;3560.36;644.903;644.903;1.068.705;4.547;23.052;1.051;89.263;0.991;1.767
1.138;3;3.806.254;1.356.042;7.867;7.867;563.471;1.228;6.69;1.019;15.694;0.991;0.211
2.088;6;4.945.751;1.395.112;31.648;31.648;553.757;1.279;6.945;1.02;0.0;0.991;0.189
3.144;9;8.374.294;1.386.724;60.3;60.3;585.692;1.393;7.578;1.02;12.329;0.991;0.244
4.161;12;14.717.755;1.547.444;113.735;113.735;640.841;1.665;9.028;1.023;17.275;0.991;0.342
5.14;15;21.623.432;1.924.308;175.19;175.19;707.867;2.091;11.236;1.026;25.282;0.991;0.5
6.175;18;29.761.078;2.306.837;245.981;245.981;776.686;2.516;13.402;1.03;34.548;0.991;0.684
7.148;21;39.010.659;2.677.984;332.451;332.451;825.22;2.99;15.78;1.036;44.265;0.991;0.876
8.206;24;50.987.834;3087.23;437.907;437.907;922.748;3.604;18.73;1.042;60.647;0.991;1.201
9.3;27;72.757.448;3.560.362;644.732;644.732;1067.81;4.546;23.025;1.051;89.155;0.991;1.765
1.138;3;3.802.985;1.354.169;7.758;7.758;563.281;1.227;6.683;1.019;16.616;0.991;0.211
2.088;6;5.047.166;1.395.157;31.667;31.667;555.701;1.282;6.952;1.02;0.0;0.991;0.192
3.144;9;8.374.493;1.386.731;60.296;60.296;584.891;1.393;7.571;1.02;12.295;0.991;0.243
4.161;12;14.717.903;1.547.444;113.734;113.734;639.96;1.665;9.019;1.023;17.232;0.991;0.341
5.14;15;21.623.981;1.924.308;175.215;175.215;706.896;2.091;11.225;1.026;25.226;0.991;0.499
6.175;18;29.761.191;2306.84;245.952;245.952;775.57;2.516;13.388;1.03;34.474;0.991;0.683
7.148;21;39.009.978;2.677.991;332.387;332.387;824.186;2.989;15.763;1.036;44.182;0.991;0.875
8.206;24;50.989.227;3.087.276;437.94;437.94;921.673;3.604;18.709;1.042;60.549;0.991;1.199
9.3;27;72.758.083;3.560.366;644.684;644.684;1.066.915;4.545;22.997;1.051;89.047;0.991;1.763
1.138;3;4.019.662;1.353.937;7.738;7.738;568.828;1.234;6.714;1.019;16.361;0.991;0.218
2.088;6;5.403.867;1.394.921;31.624;31.624;564.958;1.293;7.014;1.02;0.0;0.991;0.203
3.144;9;8.374.641;1.386.732;60.305;60.305;584.09;1.393;7.564;1.02;12.261;0.991;0.243
4.161;12;14.718.035;1.547.444;113.713;113.713;639.082;1.665;9.01;1.023;17.19;0.991;0.34
5.14;15;21.623.806;1.924.311;175.209;175.209;705.923;2.09;11.213;1.026;25.17;0.991;0.498
6.175;18;29.761.329;2.306.841;245.942;245.942;774.457;2.515;13.374;1.03;34.4;0.991;0.681
7.148;21;39.009.264;2.677.997;332.493;332.493;823.153;2.989;15.746;1.036;44.1;0.991;0.873
8.206;24;50.990.242;3.087.314;438.034;438.034;920.6;3.603;18.689;1.042;60.45;0.991;1.197
9.3;27;72759.05;3560.37;644.698;644.698;1.066.025;4.544;22.97;1.051;88.94;0.991;1.761
1.138;3;4.459.398;1.379.529;9.21;9.21;571.712;1.254;6.807;1.019;5.602;0.991;0.214
2.088;6;5.714.922;1394.1;31.488;31.488;572.891;1.303;7.063;1.02;0.0;0.991;0.214
3.144;9;8.374.743;1.386.732;60.306;60.306;583.291;1.393;7.556;1.02;12.228;0.991;0.242
4.161;12;14.718.105;1.547.445;113.74;113.74;638.205;1.665;9.0;1.023;17.147;0.991;0.339
5.14;15;21.624.029;1.924.312;175.238;175.238;704.955;2.09;11.201;1.026;25.113;0.991;0.497
6.175;18;29.761.473;2.306.842;246.025;246.025;773.347;2.515;13.361;1.03;34.327;0.991;0.68
7.148;21;39.008.657;2.678.001;332.434;332.434;822.125;2.988;15.729;1.036;44.018;0.991;0.872
8.206;24;50.991.049;3.087.346;437.926;437.926;919.529;3.602;18.668;1.042;60.351;0.991;1.195
9.3;27;72.760.421;3.560.368;644.706;644.706;1065.14;4.543;22.942;1.051;88.833;0.991;1.758
1.138;3;3.921.049;1387.51;9.668;9.668;554.291;1.238;6.709;1.019;4.714;0.991;0.193
2.088;6;5.850.622;1.393.491;31.369;31.369;575.885;1.307;7.08;1.02;0.0;0.991;0.218
3.144;9;8.374.788;1.386.733;60.307;60.307;582.494;1.393;7.549;1.02;12.194;0.991;0.241
4.161;12;14.718.177;1.547.446;113.74;113.74;637.331;1.665;8.991;1.023;17.105;0.991;0.339
5.14;15;21.624.346;1.924.313;175.197;175.197;703.991;2.09;11.19;1.026;25.057;0.991;0.496
6.175;18;29.761.608;2.306.844;246.015;246.015;772.24;2.515;13.347;1.03;34.254;0.991;0.678
7.148;21;39.007.982;2.678.008;332.495;332.495;821.098;2.988;15.711;1.036;43.936;0.991;0.87
8.206;24;50.991.677;3.087.374;437.951;437.951;918.462;3.601;18.648;1.042;60.252;0.991;1.193
9.3;27;72.760.855;3.560.378;644.865;644.865;1.064.253;4.542;22.915;1.051;88.726;0.991;1.756
1.138;3;4.342.589;1.385.352;9.542;9.542;565.798;1.251;6.779;1.019;4.68;0.991;0.207
2.088;6;5.999.886;1.392.463;31.175;31.175;579.056;1.311;7.094;1.02;0.0;0.991;0.223
3.144;9;8.374.931;1.386.734;60.308;60.308;581.698;1.393;7.542;1.02;12.161;0.991;0.241
4.161;12;14.718.285;1.547.446;113.725;113.725;636.459;1.664;8.982;1.023;17.062;0.991;0.338
5.14;15;21.624.603;1.924.315;175.223;175.223;703.028;2.089;11.179;1.026;25.001;0.991;0.495
6.175;18;29.761.721;2.306.846;246.0;246.0;771.137;2.514;13.333;1.031;34.181;0.991;0.677
7.148;21;39.007.304;2.678.013;332.374;332.374;820.075;2.987;15.694;1.036;43.854;0.991;0.868
8.206;24;50.992.167;3.087.399;437.93;437.93;917.397;3.601;18.627;1.042;60.154;0.991;1.191
9.3;27;72.762.346;3.560.371;644.865;644.865;1.063.373;4.54;22.888;1.051;88.62;0.991;1.754
1.138;3;4958.3;1.377.289;9.069;9.069;583.871;1.269;6.879;1.019;5.068;0.991;0.23
2.088;6;6.231.843;1.390.956;30.903;30.903;584.995;1.317;7.132;1.02;0.041;0.991;0.232
3.144;9;8.375.016;1.386.734;60.308;60.308;580.904;1.392;7.534;1.02;12.127;0.991;0.24
4.161;12;14.718.196;1.547.447;113.737;113.737;635.588;1.664;8.973;1.023;17.02;0.991;0.337
5.14;15;21.624.467;1.924.317;175.213;175.213;702.065;2.089;11.167;1.026;24.945;0.991;0.494
6.175;18;29.761.838;2.306.842;246.018;246.018;770.037;2.514;13.319;1.031;34.108;0.991;0.675
7.148;21;39.006.658;2.678.018;332.412;332.412;819.054;2.986;15.677;1.036;43.773;0.991;0.867
8.206;24;50.992.606;3.087.416;437.959;437.959;916.335;3.6;18.606;1.042;60.055;0.991;1.189
9.3;27;72.763.033;3.560.374;644.728;644.728;1.062.492;4.539;22.86;1.051;88.514;0.991;1.752
1.138;3;5.263.964;1.366.401;8.442;8.442;595.592;1.276;6.918;1.019;10.571;0.991;0.248
2.088;6;6.396.909;1.389.131;30.559;30.559;589.354;1.322;7.151;1.02;1.359;0.991;0.238
3.144;9;8.375.127;1.386.735;60.311;60.311;580.112;1.392;7.527;1.02;12.094;0.991;0.239
4.161;12;14.718.436;1.547.448;113.74;113.74;634.721;1.664;8.964;1.023;16.977;0.991;0.336
5.14;15;21.625.001;1.924.317;175.252;175.252;701.109;2.089;11.156;1.027;24.89;0.991;0.493
6.175;18;29.761.881;2.306.841;245.961;245.961;768.94;2.514;13.306;1.031;34.036;0.991;0.674
7.148;21;39006.09;2.678.022;332.464;332.464;818.036;2.986;15.66;1.036;43.691;0.991;0.865
8.206;24;50.992.857;3.087.436;438.1;438.1;915.277;3.599;18.586;1.042;59.957;0.991;1.187
9.3;27;72.763.955;3.560.381;644.813;644.813;1.061.616;4.538;22.833;1.051;88.408;0.991;1.75
1.138;3;5.133.595;1354.88;7.777;7.777;595.024;1.269;6.877;1.019;16.026;0.991;0.252
2.088;6;6522.67;1.387.913;30.339;30.339;592.336;1.325;7.166;1.02;1.96;0.991;0.243
3.144;9;8.375.185;1.386.735;60.312;60.312;579.321;1.392;7.52;1.02;12.06;0.991;0.239
4.161;12;14.718.475;1.547.448;113.745;113.745;633.855;1.664;8.955;1.023;16.935;0.991;0.335
5.14;15;21.625.041;1924.32;175.245;175.245;700.153;2.089;11.144;1.027;24.834;0.991;0.492
6.175;18;29.761.967;2.306.834;245.984;245.984;767.846;2.513;13.292;1.031;33.963;0.991;0.672
7.148;21;39.005.416;2.678.028;332.456;332.456;817.021;2.985;15.643;1.036;43.61;0.991;0.863
8.206;24;50.993.155;3.087.447;438.026;438.026;914.221;3.598;18.565;1.042;59.859;0.991;1.185
9.3;27;72.764.505;3.560.385;645.086;645.086;1060.74;4.537;22.806;1.051;88.302;0.991;1.748
1.138;3;4.794.862;1.346.946;7.322;7.322;587.421;1.256;6.807;1.019;19.857;0.991;0.245
2.088;6;6.600.256;1.386.605;30.093;30.093;594.066;1.327;7.171;1.02;2.734;0.991;0.246
3.144;9;8.375.301;1.386.736;60.301;60.301;578.532;1.392;7.512;1.02;12.027;0.991;0.238
4.161;12;14.718.484;1.547.449;113.743;113.743;632.991;1.664;8.946;1.023;16.893;0.991;0.334
5.14;15;21.625.385;1.924.321;175.223;175.223;699.201;2.088;11.133;1.027;24.778;0.991;0.49
6.175;18;29.762.057;2.306.825;245.967;245.967;766.755;2.513;13.278;1.031;33.891;0.991;0.671
7.148;21;39004.86;2678.03;332.378;332.378;816.009;2.985;15.626;1.036;43.529;0.991;0.862
8.206;24;50.993.313;3.087.458;437.954;437.954;913.168;3.598;18.545;1.042;59.761;0.991;1.183
9.3;27;72.765.456;3.560.387;644.882;644.882;1.059.869;4.536;22.779;1.051;88.196;0.991;1.746
1.138;3;3.416.832;1.336.728;6.739;6.739;550.799;1.21;6.543;1.019;22.867;0.991;0.204
2.088;6;6.780.763;1383.32;29.477;29.477;599.087;1.331;7.19;1.02;4.855;0.991;0.254
3.144;9;8.375.412;1.386.736;60.311;60.311;577.745;1.392;7.505;1.02;11.993;0.991;0.237
4.161;12;14.718.632;1.547.449;113.738;113.738;632.13;1.663;8.937;1.023;16.851;0.991;0.334
5.14;15;21.625.423;1.924.322;175.258;175.258;698.249;2.088;11.122;1.027;24.723;0.991;0.489
6.175;18;29.762.146;2.306.811;246.029;246.029;765.668;2.513;13.264;1.031;33.819;0.991;0.67
7.148;21;39.004.289;2.678.035;332.326;332.326;815.0;2.984;15.609;1.036;43.448;0.991;0.86
8.206;24;50.993.443;3.087.465;438.058;438.058;912.119;3.597;18.524;1.042;59.663;0.991;1.181
9.3;27;72.766.393;3.560.388;644.739;644.739;1059.0;4.535;22.752;1.051;88.091;0.991;1.744
1.138;3;2.270.211;1.337.302;6.761;6.761;515.024;1.171;6.315;1.019;20.549;0.991;0.161
2.088;6;6.791.058;1.383.088;29.433;29.433;598.553;1.331;7.185;1.02;5.079;0.991;0.254
3.144;9;8.375.475;1.386.737;60.315;60.315;576.959;1.392;7.498;1.021;11.96;0.991;0.237
4.161;12;14.718.732;1547.45;113.721;113.721;631.271;1.663;8.928;1.023;16.809;0.991;0.333
5.14;15;21.625.802;1.924.323;175.26;175.26;697.302;2.088;11.111;1.027;24.668;0.991;0.488
6.175;18;29.762.247;2.306.796;246.028;246.028;764.583;2.512;13.251;1.031;33.747;0.991;0.668
7.148;21;39.003.729;2.678.037;332.401;332.401;813.993;2.983;15.592;1.036;43.368;0.991;0.859
8.206;24;50.993.518;3.087.467;438.097;438.097;911.072;3.596;18.503;1.042;59.566;0.991;1.179
9.3;27;72.766.606;3.560.392;645.03;645.03;1.058.129;4.533;22.725;1.051;87.986;0.991;1.742
1.138;3;1.427.824;1.346.334;7.25;7.25;482.735;1.141;6.134;1.019;13.733;0.991;0.119
2.088;6;6.930.075;1.377.845;28.461;28.461;603.041;1.333;7.195;1.02;8.077;0.991;0.262
3.144;9;8.375.599;1.386.737;60.317;60.317;576.175;1.392;7.491;1.021;11.927;0.991;0.236
4.161;12;14718.88;1.547.451;113.748;113.748;630.415;1.663;8.919;1.023;16.767;0.991;0.332
5.14;15;21.625.904;1.924.325;175.212;175.212;696.355;2.088;11.099;1.027;24.612;0.991;0.487
6.175;18;29762.29;2.306.783;246.017;246.017;763.502;2.512;13.237;1.031;33.675;0.991;0.667
7.148;21;39.003.043;2.678.044;332.435;332.435;812.988;2.983;15.575;1.036;43.287;0.991;0.857
8.206;24;50.993.476;3.087.467;437.976;437.976;910.028;3.595;18.483;1.042;59.468;0.991;1.177
9.3;27;72.767.429;3.560.398;644.75;644.75;1.057.266;4.532;22.698;1.051;87.881;0.991;1.74
1.138;3;1.219.288;1.355.136;7.736;7.736;470.497;1.134;6.083;1.019;8.381;0.991;0.1
2.088;6;6.921.153;1.378.141;28.516;28.516;601.825;1.333;7.187;1.02;8.008;0.991;0.261
3.144;9;8375.7;1.386.738;60.315;60.315;575.392;1.392;7.483;1.021;11.894;0.991;0.235
4.161;12;14.718.958;1.547.451;113.75;113.75;629.56;1.663;8.91;1.023;16.725;0.991;0.331
5.14;15;21.625.962;1.924.327;175.263;175.263;695.411;2.087;11.088;1.027;24.557;0.991;0.486
6.175;18;29.762.289;2.306.772;246.024;246.024;762.425;2.511;13.224;1.031;33.603;0.991;0.665
7.148;21;39.002.519;2.678.046;332.427;332.427;811.987;2.982;15.558;1.036;43.207;0.991;0.855
8.206;24;50.993.445;3.087.465;437.949;437.949;908.988;3.595;18.462;1.042;59.371;0.991;1.175
9.3;27;72.768.862;3.560.392;644.747;644.747;1.056.407;4.531;22.671;1.051;87.777;0.991;1.738
1.138;3;1.266.253;1.365.332;8.307;8.307;468.185;1.137;6.087;1.019;2.843;0.991;0.095
2.088;6;6.966.391;1.374.173;27.779;27.779;603.377;1.333;7.183;1.02;10.171;0.991;0.265
3.144;9;8.375.817;1.386.739;60.32;60.32;574.611;1.392;7.476;1.021;11.861;0.991;0.235
4.161;12;14.718.967;1.547.452;113.75;113.75;628.706;1.663;8.901;1.023;16.684;0.991;0.33
5.14;15;21.626.187;1.924.329;175.249;175.249;694.47;2.087;11.077;1.027;24.502;0.991;0.485
6.175;18;29.762.318;2.306.762;245.958;245.958;761.352;2.511;13.21;1.031;33.532;0.991;0.664
7.148;21;39001.94;2.678.051;332.429;332.429;810.989;2.982;15.541;1.036;43.127;0.991;0.854
8.206;24;50.993.407;3.087.464;438.089;438.089;907.951;3.594;18.442;1.042;59.274;0.991;1.173
9.3;27;72.769.769;3.560.391;644.982;644.982;1.055.548;4.53;22.644;1.051;87.673;0.991;1.736
1.138;3;1.481.813;1.378.328;9.052;9.052;472.482;1.147;6.134;1.019;1.828;0.991;0.099
2.088;6;6.968.198;1.375.109;27.954;27.954;602.3;1.333;7.177;1.02;9.514;0.991;0.263
3.144;9;8375.94;1.386.739;60.32;60.32;573.832;1.391;7.469;1.021;11.828;0.991;0.234
4.161;12;14.719.063;1.547.453;113.74;113.74;627.856;1.662;8.892;1.023;16.642;0.991;0.329
5.14;15;21.626.265;1.924.331;175.263;175.263;693.531;2.087;11.066;1.027;24.447;0.991;0.484
6.175;18;29.762.374;2.306.755;245.955;245.955;760.282;2.511;13.197;1.031;33.461;0.991;0.662
7.148;21;39.001.426;2.678.052;332.357;332.357;809.993;2.981;15.524;1.036;43.047;0.991;0.852
8.206;24;50.993.355;3.087.463;437.984;437.984;906.917;3.593;18.422;1.042;59.177;0.991;1.172
9.3;27;72.770.532;3.560.397;644.765;644.765;1.054.691;4.529;22.618;1.051;87.569;0.991;1.733
1.138;3;2.064.119;1.396.229;10.108;10.108;487.516;1.172;6.265;1.019;0.6;0.991;0.115
2.088;6;6.963.694;1.371.262;27.25;27.25;602.49;1.332;7.165;1.02;11.706;0.991;0.265
3.144;9;8.376.021;1.386.739;60.319;60.319;573.055;1.391;7.462;1.021;11.794;0.991;0.233
4.161;12;14.719.043;1.547.454;113.747;113.747;627.006;1.662;8.884;1.023;16.6;0.991;0.329
5.14;15;21.626.416;1.924.332;175.255;175.255;692.594;2.086;11.054;1.027;24.392;0.991;0.483
6.175;18;29762.42;2.306.751;245.936;245.936;759.215;2.51;13.183;1.031;33.39;0.991;0.661
7.148;21;39.000.842;2.678.056;332.288;332.288;808.999;2.98;15.507;1.036;42.968;0.991;0.851
8.206;24;50.993.287;3.087.462;438.094;438.094;905.886;3.592;18.401;1.042;59.081;0.991;1.17
9.3;27;72.771.598;3.560.398;644.781;644.781;1.053.839;4.527;22.591;1.051;87.466;0.991;1.731
1.138;3;2677.03;1.406.222;10.708;10.708;504.559;1.196;6.389;1.019;0.0;0.991;0.135
2.088;6;6.954.875;1373.02;27.57;27.57;600.894;1.332;7.159;1.02;10.784;0.991;0.263
3.144;9;8.376.149;1386.74;60.319;60.319;572.279;1.391;7.455;1.021;11.761;0.991;0.233
4.161;12;14.719.134;1.547.454;113.753;113.753;626.16;1.662;8.875;1.023;16.559;0.991;0.328
5.14;15;21.626.686;1.924.333;175.25;175.25;691.661;2.086;11.043;1.027;24.338;0.991;0.482
6.175;18;29.762.516;2.306.751;245.953;245.953;758.151;2.51;13.17;1.031;33.319;0.991;0.66
7.148;21;39.000.358;2.678.058;332.416;332.416;808.009;2.98;15.491;1.036;42.888;0.991;0.849
8.206;24;50.993.241;3.087.462;438.091;438.091;904.859;3.591;18.381;1.042;58.985;0.991;1.168
9.3;27;72.771.688;3560.4;644.822;644.822;1.052.983;4.526;22.564;1.051;87.361;0.991;1.729
1.138;3;3.877.975;1.410.557;10.984;10.984;538.807;1.24;6.631;1.019;0.0;0.991;0.176
2.088;6;6943.16;1.369.624;26.939;26.939;600.725;1.331;7.146;1.02;12.459;0.991;0.264
3.144;9;8.376.223;1.386.741;60.323;60.323;571.504;1.391;7.448;1.021;11.728;0.991;0.232
4.161;12;14.719.283;1.547.455;113.753;113.753;625.316;1.662;8.866;1.023;16.517;0.991;0.327
5.14;15;21626.79;1.924.335;175.227;175.227;690.729;2.086;11.032;1.027;24.283;0.991;0.481
6.175;18;29.762.665;2.306.756;245.936;245.936;757.09;2.51;13.157;1.031;33.249;0.991;0.658
7.148;21;38.999.766;2.678.062;332.397;332.397;807.021;2.979;15.474;1.036;42.809;0.991;0.848
8.206;24;50.993.193;3087.46;438.068;438.068;903.835;3.591;18.361;1.042;58.889;0.991;1.166
9.3;27;72.773.128;3.560.399;644.804;644.804;1.052.137;4.525;22.538;1.051;87.259;0.991;1.727
1.138;3;6.517.276;1.381.338;9.262;9.262;614.297;1.316;7.067;1.019;1.656;0.991;0.271
2.088;6;6849.77;1365.22;26.131;26.131;598.733;1.326;7.119;1.02;14.577;0.991;0.264
3.144;9;8.376.362;1.386.741;60.327;60.327;570.732;1.391;7.441;1.021;11.696;0.991;0.232
4.161;12;14.719.429;1.547.455;113.755;113.755;624.474;1.662;8.857;1.023;16.476;0.991;0.326
5.14;15;21.626.986;1.924.337;175.258;175.258;689.8;2.086;11.021;1.027;24.228;0.991;0.48
6.175;18;29.762.934;2.306.764;245.945;245.945;756.032;2.51;13.144;1.031;33.178;0.991;0.657
7.148;21;38.999.338;2.678.063;332.297;332.297;806.036;2.979;15.457;1.036;42.73;0.991;0.846
8.206;24;50.993.072;3.087.461;438.019;438.019;902.814;3.59;18.34;1.042;58.793;0.991;1.164
9.3;27;72.774.023;3.560.396;644.876;644.876;1051.29;4.524;22.511;1.051;87.156;0.991;1.725
1.138;3;5208.19;1.324.564;6.044;6.044;596.116;1.262;6.8;1.019;28.498;0.991;0.265
2.088;6;6.895.491;1.368.295;26.694;26.694;598.19;1.329;7.123;1.02;13.075;0.991;0.262
3.144;9;8.376.441;1.386.742;60.328;60.328;569.96;1.391;7.433;1.021;11.663;0.991;0.231
4.161;12;14.719.438;1.547.456;113.754;113.754;623.633;1.661;8.848;1.023;16.435;0.991;0.325
5.14;15;21.627.159;1.924.339;175.268;175.268;688.873;2.085;11.01;1.027;24.174;0.991;0.479
6.175;18;29.763.288;2.306.781;245.946;245.946;754.976;2.509;13.13;1.031;33.107;0.991;0.655
7.148;21;38.998.773;2.678.066;332.38;332.38;805.053;2.978;15.441;1.036;42.651;0.991;0.844
8.206;24;50.993.088;3.087.458;437.981;437.981;901.796;3.589;18.32;1.042;58.697;0.991;1.162
9.3;27;72.774.383;3.560.404;645.087;645.087;1.050.444;4.523;22.485;1.051;87.053;0.991;1.723
1.138;3;969.514;1.327.716;6.179;6.179;469.554;1.121;5.984;1.019;19.65;0.991;0.111
2.088;6;6.724.255;1.361.257;25.402;25.402;594.94;1.322;7.081;1.02;16.431;0.991;0.261
3.144;9;8.376.511;1.386.742;60.329;60.329;569.19;1.391;7.426;1.021;11.63;0.991;0.23
4.161;12;14.719.462;1.547.457;113.756;113.756;622.794;1.661;8.839;1.023;16.393;0.991;0.325
5.14;15;21.627.529;1.924.339;175.267;175.267;687.949;2.085;10.999;1.027;24.12;0.991;0.477
6.175;18;29763.89;2.306.803;245.955;245.955;753.925;2.509;13.117;1.031;33.037;0.991;0.654
7.148;21;38.998.316;2.678.069;332.257;332.257;804.074;2.977;15.424;1.036;42.572;0.991;0.843
8.206;24;50993.02;3.087.457;438.092;438.092;900.781;3.588;18.3;1.042;58.602;0.991;1.16
9.3;27;72.775.553;3.560.399;644.847;644.847;1.049.603;4.522;22.458;1.051;86.951;0.991;1.721
1.138;3;831.067;1.364.527;8.22;8.22;448.02;1.119;5.944;1.019;0.0;0.991;0.072
2.088;6;6.664.822;1.360.192;25.207;25.207;592.888;1.319;7.062;1.02;16.684;0.991;0.259
3.144;9;8376.72;1.386.743;60.326;60.326;568.423;1.391;7.419;1.021;11.597;0.991;0.23
4.161;12;14.719.668;1.547.457;113.749;113.749;621.958;1.661;8.831;1.023;16.352;0.991;0.324
5.14;15;21.627.574;1.924.342;175.232;175.232;687.026;2.085;10.988;1.027;24.066;0.991;0.476
6.175;18;29.764.731;2.306.836;246.023;246.023;752.878;2.509;13.104;1.031;32.967;0.991;0.653
7.148;21;38997.82;2.678.072;332.272;332.272;803.096;2.977;15.407;1.036;42.493;0.991;0.841
8.206;24;50.992.942;3.087.457;438.003;438.003;899.77;3.587;18.28;1.042;58.507;0.991;1.158
9.3;27;72.776.312;3.560.401;645.128;645.128;1.048.764;4.52;22.432;1.051;86.848;0.991;1.719
1.138;3;1.256.213;1.380.917;9.17;9.17;459.242;1.138;6.043;1.019;0.0;0.991;0.085
2.088;6;6.506.703;1.357.109;24.644;24.644;588.905;1.314;7.027;1.02;18.128;0.991;0.255
3.144;9;8.376.785;1.386.743;60.327;60.327;567.657;1.39;7.412;1.021;11.564;0.991;0.229
4.161;12;14.719.733;1.547.458;113.749;113.749;621.124;1.661;8.822;1.023;16.311;0.991;0.323
5.14;15;21.627.588;1.924.344;175.249;175.249;686.105;2.085;10.977;1.027;24.011;0.991;0.475
6.175;18;29.765.927;2.306.878;245.99;245.99;751.835;2.508;13.091;1.031;32.897;0.991;0.651
7.148;21;38.997.349;2.678.074;332.288;332.288;802.122;2.976;15.391;1.036;42.415;0.991;0.84
8.206;24;50992.94;3.087.454;438.104;438.104;898.762;3.587;18.26;1.042;58.412;0.991;1.156
9.3;27;72.777.316;3.560.397;645.141;645.141;1.047.927;4.519;22.406;1.051;86.747;0.991;1.717
1.138;3;2999.26;1359.68;8.068;8.068;538.707;1.201;6.548;1.019;13.429;0.992;0.179
